ekran_boyutu,ekran_kartı.1,Ekran Kartı Bellek Tipi.1,ekran_kartı_hafızası_1,ekran_karı_tipi_1,ekran_yenileme_hızı_1,marka,hard_disk_kapasitesi,klavye,kullanım_amacı,ram_sistem_bellegi_1,ram_tipi_1,renk,ssd_kapasitesi,cozunurluk_1,cozunurluk_standartı_1,islemci_modeli_1,islemci_nesli_1,islemci_tipi_1,islemci_cekirdek_sayisi_1,isletim_sistemi_1,url,prices
14,AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,MSI,HDD Yok,Q Türkçe (Aydınlatmalı),Ofis - İş,16 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),5500U,11. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//msi/nb-modern-14-b5m-071xtr-01-r5-5500u-16gb-ddr4-uma-512gb-ssd-14-fhd-dos-koyu-gri-p-777171864?boutiqueId=61&merchantId=107868,23.475
16,Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Gümüş,512 GB,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//hp/victus-16-r0009nt-7p6k6ea-i7-13700h-16gb-512gb-ssd-8gb-rtx-4070-144hz-16-1-fhd-freedos-gaming-p-742850520?boutiqueId=61&merchantId=361546,45.699
14,Nvidia GeForce MX330,GDDR5,2 GB,Harici,Belirtilmemiş,Dell,1 TB,Q Türkçe,Ofis - İş,16 GB,DDR4,Gri,512 GB,1366 x 768,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//dell/vostro-3400-core-i5-1135g7-16-gb-1-thdd-512-gb-ssd-2gb-mx330-freedos-uyumlu-14-n4030vn3400emea-p-665730904?boutiqueId=61&merchantId=107092,14.994
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,Monster,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,500 GB,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,https://www.trendyol.com//monster/tulpar-t5-v23-2-intel-core-i7-12650h-16-gb-ram-500-gb-ssd-8-gb-rtx-4060-freedos-15-6-fhd-144-hz-p-745868585?boutiqueId=61&merchantId=105286,38.699
"15,6",Nvidia GeForce RTX 3070Ti,GDDR6,8 GB,Harici,Belirtilmemiş,MSI,1 TB,Q Türkçe,Oyun,32 GB,DDR4,Siyah,SSD Yok,2560 x 1440,FHD+,12700H,12. Nesil,Intel Core i7,14,Windows,https://www.trendyol.com//msi/crosshair-15-b12ugsz-435tr-i7-12700h-32gb-ddr4-rtx3070ti-gddr6-8gb-1tb-ssd-15-6-qhd-165hz-w11-p-349608337?boutiqueId=61&merchantId=377295,61.035
"13,4",Nvidia Quadro P2200,GDDR6,4 GB,Dahili,90 Hz,Samsung,500 GB,F Klavye,Ofis - İş,16 GB,LPDDR3,Siyah,4 TB,3456 x 2234,WQHD,4800HS,12. Nesil,Intel Xeon,16,Free Dos,https://www.trendyol.com//hp/laptop-15-dizustu-bilgisayar-15-6-inc-fhd-ips-intel-core-i5-1335u-16gb-ram-512-gb-ssd-freedo-p-772266819?boutiqueId=61&merchantId=871212,18.999
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,16 GB,DDR5,Gri,512 GB,1920 x 1080,Full HD (FHD),7735HS,7. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//asus/tuf-gaming-a15-fa507nua53-lp030a53-amd-ryzen-7-7735hs-16gb-512gb-ssd-rtx4050-freedos-15-6-p-700140867?boutiqueId=61&merchantId=155616,34.58
"15,6",Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe (Aydınlatmalı),Ev - Okul,24 GB,DDR4,Siyah,256 GB,1920 x 1080,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//asus/x515ea-ej357803-i5-1135g7-24gb-256gb-ssd-16gb-optane-15-6-fhd-freedos-p-736421058?boutiqueId=61&merchantId=105378,13.469
"15,6",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,32 GB,DDR5,Pembe,1 TB,1920 x 1080,Full HD (FHD),7940HS,7. Nesil,AMD Ryzen 9,8,Free Dos,https://www.trendyol.com//asus/tuf-gaming-a15-fa507xia38-lp041a38-amd-ryzen-9-7940hs-32gb-1tb-ssd-rtx4070-freedos-15-6-p-753805199?boutiqueId=61&merchantId=155616,55.33
"15,6",Paylaşımlı,DDR3,Paylaşımlı,Dahili,,Toshiba,,F Klavye,Ev - Okul,8 GB,,Siyah,256 GB,1600 x 900,,4600U,4. Nesil,Intel Core i7,2,Windows,https://www.trendyol.com//toshiba/z40-a-17r-tecra-laptop-p-4579789?boutiqueId=61&merchantId=132811,29.576
16,Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,165 Hz,Dell,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,32 GB,DDR5,Gri,1 TB,2560 x 1600,QHD+,13980HX,13. Nesil,Intel Core i9,24,Free Dos,https://www.trendyol.com//dell/gaming-g16-7630-i9-13900hx-32gb-1tb-ssd-rtx4060-ubuntu-16-qhd-165hz-tasinabilir-bilgisayar-p-783292521?boutiqueId=61&merchantId=593536,56.099
"15,6",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,HP,HDD Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Windows,https://www.trendyol.com//hp/250-g9-intel-core-i5-1235u-16gb-1tb-ssd-15-6-fhd-windows-11-pro-6q8m5es39-p-635083091?boutiqueId=61&merchantId=106536,21.9
"15,6",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,HP,HDD Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Free Dos,https://www.trendyol.com//hp/250-g9-intel-core-i5-1235u-16gb-1tb-ssd-15-6-fhd-freedos-6q8m5es07-p-635059953?boutiqueId=61&merchantId=106536,20.7
"15,6",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,HP,HDD Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Windows,https://www.trendyol.com//hp/250-g9-intel-core-i5-1235u-16gb-1tb-ssd-15-6-fhd-windows-11-home-6q8m5es23-p-635041497?boutiqueId=61&merchantId=106536,21.3
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),12700H,12. Nesil,Intel Core i7,14,Windows,https://www.trendyol.com//asus/tuf-gaming-f15-fx507zc4a26-hn008a26-intel-i7-12700h-16gb-1tb-ssd-rtx3050-windows-11-pro-15-6-p-704184594?boutiqueId=61&merchantId=155616,36.696
15,M2 10 Çekirdekli,DDR5,8 GB,Dahili,120 Hz,Apple,512 GB,Q Türkçe (Aydınlatmalı),Ofis - İş,8 GB,LPDDR5,Altın,512 GB,2880 x 1800,QHD,Belirtilmemiş,2. Nesil,Apple M2,8,Mac Os,https://www.trendyol.com//apple/15-inch-macbook-air-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-512gb-starlight-p-736178363?boutiqueId=623592&merchantId=968,55.499
15,M2 10 Çekirdekli,DDR5,8 GB,Dahili,120 Hz,Apple,512 GB,Q Türkçe (Aydınlatmalı),Ofis - İş,8 GB,LPDDR5,Siyah,512 GB,2880 x 1620,QHD,Belirtilmemiş,2. Nesil,Apple M2,8,Mac Os,https://www.trendyol.com//apple/15-inch-macbook-air-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-512gb-midnight-p-736178357?boutiqueId=61&merchantId=110963,55.399
16,Nvidia GeForce RTX 4060,GDDR6X,8 GB,Harici,165 Hz,Casper,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,64 GB,DDR5,Gri,2 TB,2560 x 1600,WQHD,13700HX,13. Nesil,Intel Core i7,16,Free Dos,https://www.trendyol.com//casper/excalibur-g911-1370-exb0x-c-intel-core-i7-13700hx-64gb-ddr5-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672173537?boutiqueId=61&merchantId=114258,53.799
"15,6",Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,60 Hz,Dell,HDD Yok,Q Türkçe (Aydınlatmalı),Ev - Okul,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),1255U,12. Nesil,Intel Core i7,10,Linux,https://www.trendyol.com//dell/inspiron-3520-i7-1255u-16gb-512gb-ssd-15-6-fhd-ubuntu-i35201014u-p-765381073?boutiqueId=61&merchantId=105378,20.289
"15,6",Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,ACER,HDD Yok,Q Türkçe,Ofis - İş,16 GB,Belirtilmemiş,Çok Renkli,512 GB,1920 x 1080,Full HD (FHD),1135G7,Belirtilmemiş,Intel Core i5,Belirtilmemiş,Free Dos,https://www.trendyol.com//acer/extensa-15-ex215-54-57kw-nx-egjey-006-i5-1135g7-16gb-512gb-ssd-15-6-fhd-freedos-notebook-p-661899948?boutiqueId=61&merchantId=531617,14.179
"16,1",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),5800H,5. Nesil,AMD Ryzen 7,8,Windows,https://www.trendyol.com//hp/victus-gaming-16-r7-5800h-16gb-1tb-ssd-rtx3050ti-4gb-144hz-16-1-fhd-w11-pro-793k0ea-p-767772816?boutiqueId=61&merchantId=214484,31.679
"15,6",Nvidia GeForce MX330,GDDR5,2 GB,Harici,90 Hz,Samsung,256 GB,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Siyah,256 GB,1920 x 1080,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//asus/b1500cepe-bq0991-i5-1135g7-8gb-256ssd-2gb-mx330-15-6-dos-p-778778517?boutiqueId=61&merchantId=122560,17.5
"15,6",AMD Radeon RX6500M,GDDR6,4 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,16 GB,DDR4,Mavi,1 TB,1920 x 1080,Full HD (FHD),5600H,5. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//hp/victus-15-fb0020nt-7n5m8ea04-ryzen5-5600h-16gb-1tbssd-rx6500m-15-6-fullhd-freedos-tasinabilir-bi-p-769732728?boutiqueId=61&merchantId=106664,25.343
"17,3",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,240 Hz,Asus,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,16 GB,DDR5,Siyah,1 TB,2560 x 1440,WQXGA,7845HX,7. Nesil,AMD Ryzen 9,24,Free Dos,https://www.trendyol.com//asus/rog-strix-g17-g713pi-ll081-amd-ryzen-9-7845hx-16gb-1tb-ssd-8gb-rtx4070-17-3-wqhd-240hz-dos-p-752090283?boutiqueId=61&merchantId=105919,66.549
14,Intel UHD Graphics 600,SD,Paylaşımlı,Dahili,Belirtilmemiş,Asus,HDD Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Gri,256 GB,1920 x 1080,Full HD (FHD),N4020,Belirtilmemiş,Intel Celeron,2,Windows,https://www.trendyol.com//asus/x415ma-ek385w07-n4020-16gb-256ssd-14-fullhd-w11h-tasinabilir-bilgisayar-p-640027741?boutiqueId=61&merchantId=106664,9.629
14,Nvidia GeForce MX330,GDDR5,2 GB,Harici,Belirtilmemiş,Dell,Yok,Aydınlatmalı,Oyun,4 GB,DDR4,Gri,256 GB,1920 x 1080,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//dell/vostro-3400-n4006vn3400emea0-u-i5-1135-4gb-256ssd-mx330-14-fullhd-freedos-tasinabilir-bilgisa-p-107308183?boutiqueId=61&merchantId=109239,15.299
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,120 Hz,Dell,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,32 GB,DDR5,Siyah,512 GB,1920 x 1080,Full HD (FHD),Belirtilmemiş,13. Nesil,Intel Core i5,10,Linux,https://www.trendyol.com//dell/g15-5530-i5-13450hx-32gb-512gb-ssd-6gb-rtx4050-15-6-fhd-165hz-ubuntu-g155530008u-32gb-p-760913267?boutiqueId=61&merchantId=105378,34.939
14,Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,Dell,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,12 GB,DDR4,Siyah,256 GB,1366 x 768,HD Ready (HD),1115G4,11. Nesil,Intel Core i3,2,Free Dos,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-12gb-256-gb-ssd-freedos-14-n4001vn3400ut051-p-783457782?boutiqueId=61&merchantId=499240,9.494
"15,6",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,Monster,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,32 GB,DDR4,Siyah,500 GB,1920 x 1080,Full HD (FHD),11800H,11. Nesil,Intel Core i7,8,Windows,https://www.trendyol.com//monster/abra-a5-v17-3-11-intel-core-i7-11800h-32gb-ram-500gb-ssd-rtx-3050-ti-windows-11-15-6-inc-fhd-144-hz-p-675580733?boutiqueId=61&merchantId=105286,34.199
"15,6",Dahili Ekran Kartı,DDR4,Paylaşımlı,Dahili,60 Hz,Casper,HDD Yok,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,32 GB,DDR4,Gri,1 TB,1920 x 1080,Full HD (FHD),5500U,5. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//casper/nirvana-x600-5500-df00x-g-f-ryzen-5-5500u-32-gb-1tb-nvme-ssd-freedos-p-776671068?boutiqueId=61&merchantId=129813,13.899
16,Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,240 Hz,Dell,HDD Yok,Q İngilizce,Oyun,16 GB,DDR5,Metalik,1 TB,2560 x 1600,QHD+,13900HX,13. Nesil,Intel Core i9,24,Windows,https://www.trendyol.com//dell/alienware-m16-i9-13900hx-16-qhd-16gb-1tb-ssd-rtx-4080-q-us-ing-klavye-p-758354321?boutiqueId=61&merchantId=112804,90.045
16,Belirtilmemiş,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Apple,HDD Yok,Q Türkçe,Ofis - İş,16 GB,Belirtilmemiş,Gri,512 GB,3456 x 2234,Retina,Belirtilmemiş,Belirtilmemiş,M2,Belirtilmemiş,Mac Os,https://www.trendyol.com//apple/macbook-pro-16-m2-pro-16gb-512gb-ssd-silver-laptop-apple-turkiye-garantili-mnwc3tu-a-p-637235154?boutiqueId=61&merchantId=298152,77.819
"16,1",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,16 GB,DDR5,Gümüş,1 TB,1920 x 1080,Full HD (FHD),7640HS,7. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//hp/victus-16-s0063nt-8q4k3ea01-ryzen5-7640hs-16gb-1tbssd-rtx4050-16-1-fullhd-freedos-tasinabilir-bi-p-785162302?boutiqueId=61&merchantId=106664,31.579
"15,6",,,,,,Asus,Yok,Q TÃ¼rkÃ§e,,,,Siyah,128 GB,,,,,,,,https://www.trendyol.com//asus/e510ma-br384t-celeron-n4020-4-gb-128-gb-ssd-15-6-w10h-dizustu-bilgisayar-p-182882661?boutiqueId=61&merchantId=470846,8.999
"15,6",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),1255U,12. Nesil,Intel Core i7,12,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1504za-bq441-intel-core-i7-1255u-8gb-512gb-ssd-freedos-15-6-fhd-p-772279733?boutiqueId=61&merchantId=105290,20.199
14,Nvidia GeForce MX330,GDDR5,2 GB,Harici,Belirtilmemiş,Dell,HDD Yok,Q Türkçe,Ofis - İş,12 GB,DDR4,Gri,512 GB,1366 x 768,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//dell/vostro-3400-core-i5-1135g7-12gb-512-gb-ssd-2gb-mx330-freedos-14-n4030vn3400emeabt11-p-665693620?boutiqueId=61&merchantId=107092,13.809
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,Monster,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,8 GB,DDR4,Siyah,500 GB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,https://www.trendyol.com//monster/abra-a5-v20-4-6-intel-core-i5-12450h-8-gb-ram-500-gb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760272956?boutiqueId=61&merchantId=105286,29.999
14,Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,HP,HDD Yok,Q Türkçe,Ofis - İş,32 GB,DDR4,Gri,2 TB,1920 x 1280,Full HD (FHD),1215U,12. Nesil,Intel Core i3,6,Windows,https://www.trendyol.com//hp/240-g9-intel-core-i3-1215u-32gb-2tb-ssd-14-fhd-w11p-tasinabilir-bilgisayar-6q8l7es-p-636491798?boutiqueId=61&merchantId=668896,20.273
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,165 Hz,ACER,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,32 GB,DDR5,Siyah,2 TB,1920 x 1080,Full HD (FHD),12700H,12. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//acer/nitro-5-an515-58-775t-7-12700h-32gb-2tb-ssd-rtx4060-8gb-165hz-15-6-fhd-fdos-nh-qm0ey-002-p-769891900?boutiqueId=61&merchantId=448871,47.0
15,M2 10 Çekirdekli,DDR5,8 GB,Dahili,120 Hz,Apple,256 GB,Q Türkçe (Aydınlatmalı),Ofis - İş,8 GB,LPDDR5,Gümüş,256 GB,2880 x 1800,QHD,Belirtilmemiş,2. Nesil,Apple M2,8,Mac Os,https://www.trendyol.com//apple/15-inch-macbook-air-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-256gb-silver-p-736178353?boutiqueId=61&merchantId=107032,44.45
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Dahili,144 Hz,ACER,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,16 GB,DDR5,Siyah,512 GB,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,https://www.trendyol.com//acer/nitro-5-an515-58-73bd-intel-core-i7-12650h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-nh-qlzey-008-p-770280916?boutiqueId=61&merchantId=200228,35.441
16,Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,240 Hz,Dell,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,64 GB,DDR5,Siyah,2 TB,2560 x 1600,QHD,13900HX,13. Nesil,Intel Core i9,24,Windows,https://www.trendyol.com//dell/gaming-g16-7630-i9-13900hx-64gb-2tb-rtx4070-8g-240hz-16-qhd-win-11-pro-g167630022wh-p-746702338?boutiqueId=61&merchantId=668896,98.389
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,32 GB,DDR5,Pembe,1 TB,1920 x 1080,Full HD (FHD),7735HS,7. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//asus/tuf-gaming-a15-fa507nu-r7-7735hs-32gb-1tb-ssd-rtx4050-6gb-15-6-fhd-fdos-lp051-p-738568346?boutiqueId=61&merchantId=339221,38.999
"15,6",AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe + Numerik (Aydınlatmasız),Ev - Okul,16 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),5700U,5. Nesil,AMD Ryzen 7,8,Windows,https://www.trendyol.com//lenovo/ideapad-amd-ryzen-7-5700u-16gb-512gb-ssd-windows-11-home-15-6-82r4006ftra30-p-752654175?boutiqueId=61&merchantId=334898,14.495
"15,6",Dahili Ekran Kartı,DDR4,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmasız),Ev - Okul,8 GB,DDR5,Gri,256 GB,1280 x 800,Full HD (FHD),7520U,1. Nesil,AMD Ryzen 5,4,Free Dos,https://www.trendyol.com//lenovo/v15-g4-amn-82yu00q6tx-r5-7520u-8gb-256gb-ssd-15-6-quot-fdos-p-743556307?boutiqueId=61&merchantId=181127,10.599
17,Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,240 Hz,Monster,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,32 GB,DDR5,Siyah,1 TB,2560 x 1600,QHD+,13950HX,13. Nesil,Intel Core i9,24,Windows,https://www.trendyol.com//monster/semruk-s7-v9-2-1-intel-core-i9-13950hx-32-gb-ram-1-tb-ssd-8-gb-rtx-4070-windows-11-17-qhd-240-hz-p-759737196?boutiqueId=61&merchantId=105286,87.999
"17,3",Nvidia GeForce RTX 3080,GDDR6,8 GB,Harici,360 Hz,Asus,HDD Yok,Q Türkçe,Oyun,16 GB,DDR5,Siyah,1 TB,1920 x 1080,Full HD (FHD),12900H,12. Nesil,Intel Core i9,14,Free Dos,https://www.trendyol.com//asus/rog-strix-scar-17-g733zs-kh011-i9-12900h-16gb-ram-1tb-ssd-8gb-rtx3080-17-3-inc-fhd-360hz-p-353441648?boutiqueId=61&merchantId=121368,85.89
16,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Gümüş,512 GB,1920 x 1200,WUXGA,1235U,12. Nesil,Intel Core i5,10,Windows,https://www.trendyol.com//asus/vivobook-16-12-nesil-core-i5-1235u-8gb-512gb-ssd-16inc-w11-p-783386959?boutiqueId=61&merchantId=489370,17.999
"15,6",Nvidia GeForce 1050 Ti,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Asus,HDD Yok,Q Türkçe,Ofis - İş,4 GB,DDR4,Siyah,128 GB,1920 x 1080,Full HD (FHD),1115G4,11. Nesil,Intel Core i3,1,Windows,https://www.trendyol.com//asus/vivobook-x1500ea-bq2503w-i3-1115g4-4-gb-128-gb-ssd-15-6-full-hd-tasinabilir-dizustu-bilgisayar-p-450537562?boutiqueId=61&merchantId=121368,12.999
"15,6",Intel XE Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Free Dos,https://www.trendyol.com//asus/vivobook-15-r1502za-ej971-i5-1235u-1-3-ghz-8gb-ddr4-512gb-ssd-iris-xe-graphics-60hz-15-6-full-p-776542824?boutiqueId=61&merchantId=441895,13.999
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,Asus,HDD Yok,RGB Türkçe,Oyun,32 GB,DDR5,Gri,1 TB,1920 x 1080,Full HD (FHD),6800HS,6. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//asus/rog-strix-g15-g513rc-hn194a4-ryzen7-6800hs-32gb-1tbssd-rtx3050-15-6-fullhd-freedos-tasinabilir-p-684485149?boutiqueId=61&merchantId=106664,35.999
16,Nvidia GeForce RTX3060,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Lenovo,HDD Yok,Q Türkçe,Ofis - İş,32 GB,Belirtilmemiş,Çok Renkli,1 TB,1920 x 1080,Full HD (FHD),Belirtilmemiş,Belirtilmemiş,Intel Core i7,Belirtilmemiş,Windows,https://www.trendyol.com//lenovo/legion-5-pro-intel-core-i7-12700h-82rf00sutx-32-gb-1024-gb-nvidia-geforce-rtx-3070-8gb-16-wq-p-683908597?boutiqueId=61&merchantId=694049,59.999
18,Nvidia GeForce MX450,Dahili,2 GB,Harici,90 Hz,ACER,500 GB,Q Türkçe + Numerik (Aydınlatmalı),Ev - Okul,36 GB,LPDDR3,Beyaz,32 GB,4480 x 2520,Ultra HD 4K (UHD),4800HS,5. Nesil,MediaTek P60T,10,Windows,https://www.trendyol.com//lenovo/ideapad-ryzen-7-15-6-8g-512ssd-dos-p-780252151?boutiqueId=61&merchantId=701818,16.41
14,Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,HP,HDD Yok,Q Türkçe,Ofis - İş,32 GB,DDR4,Gri,1 TB,1920 x 1280,Full HD (FHD),1215U,12. Nesil,Intel Core i3,6,Windows,https://www.trendyol.com//hp/240-g9-intel-core-i3-1215u-32gb-1tb-ssd-14-fhd-w11p-tasinabilir-bilgisayar-6q8l7es-p-636487930?boutiqueId=61&merchantId=668896,18.156
"15,6",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,HP,HDD Yok,Q Türkçe,Ofis - İş,32 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Windows,https://www.trendyol.com//hp/250-g9-intel-core-i5-1235u-32gb-512gb-ssd-15-6-fhd-windows-11-pro-6q8m5es42-p-635088455?boutiqueId=61&merchantId=106536,21.9
14,Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,HP,HDD Yok,Q Türkçe,Ofis - İş,8 GB,DDR4,Gri,2 TB,1920 x 1080,Full HD (FHD),1215U,12. Nesil,Intel Core i3,6,Free Dos,https://www.trendyol.com//hp/240-g9-intel-core-i3-1215u-8gb-2tb-ssd-14-fhd-fdos-tasinabilir-bilgisayar-6q8l7es-p-628663786?boutiqueId=61&merchantId=668896,16.929
"15,6",Intel Iris Graphics,SD,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,16 GB,DDR4,Gümüş,1 TB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1502za-ej1068a3-i5-1235u-16gb-1tbssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-764573694?boutiqueId=61&merchantId=441895,15.699
